TripID,Questionnaire,Income,Gender,Age,Occupation,Education,HouseHoldSize,HouseHold16,driversLicense,carAvail,OriginLoc,DestLoc,startActiv,endActiv,tripStart_time,tripDuration,TripDay,realTravelTime.Walk,realShortestDistance.Walk,realTravelTime.Car,realShortestDistance.Car,realTravelTime.MrC,realShortestDistance.MrC,realTravelTime.Bus,realShortestDistance.Bus,realAccessWalkTime.Bus,realAccessWalkDist.Bus,realEgressWalkTime.Bus,realEgressWalkDist.Bus,mode
2874,1325,10000-20000,Female,25-34,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.31,80,6,11119,16332,1713,17590,1713,17590,3611,17590,151,231,87,100,Bus
2875,1325,10000-20000,Female,25-34,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.68,50,6,14051,16369,1700,17121,1700,17121,3322,17121,64,99,147,217,Bus
2876,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,1,2,Home,Work,0.38,25,6,6041,8829,812,9726,812,9726,3695,9726,557,765,612,757,Car
2877,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,2,3,Work,Work,0.42,30,6,7698,10729,745,11012,745,11012,2482,11012,499,738,186,249,Car
2878,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,3,4,Work,Work,0.54,40,6,14169,18983,1645,37138,1645,37138,4276,37138,176,234,429,556,Car
2879,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,4,5,Work,Work,0.67,25,6,9316,12268,1414,20845,1414,20845,3136,20845,164,215,352,434,Car
2880,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,5,6,Work,Home,0.73,30,6,7190,8830,928,8882,928,8882,4058,8882,396,509,259,375,Car
2881,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,6,7,Home,Leisure,0.88,45,6,9068,12787,1330,17621,1330,17621,3149,17621,557,765,372,509,Car
2882,1327,<10000,Male,35-44,Employed,University,1,1,1,TRUE,7,8,Leisure,Home,0.98,25,6,10428,12789,1352,19119,1352,19119,3116,19119,152,200,259,375,Car
2883,1328,<10000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,1,2,Home,OtherMeetings,0.39,20,6,2384,3190,723,3651,723,3651,1436,3651,409,554,336,413,Car
2884,1328,<10000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,2,3,OtherMeetings,Home,0.47,15,6,2457,3190,605,3393,605,3393,1660,3393,308,444,405,447,Car
2889,1331,20000-30000,Male,45-54,Employed,Lyceum,4,3,1,TRUE,1,2,Home,Work,0.29,30,6,10575,14674,1336,15742,1336,15742,3609,15742,477,3678,170,176,Car
2891,1332,<10000,Male,35-44,Unemployed,Lyceum,4,2,1,TRUE,1,2,Home,OtherMeetings,0.38,30,6,5043,6783,998,7567,998,7567,1623,7567,413,580,425,593,Car
2892,1332,<10000,Male,35-44,Unemployed,Lyceum,4,2,1,TRUE,2,3,OtherMeetings,Home,0.42,45,6,5079,6767,1266,7454,1266,7454,2527,7454,306,393,519,677,Car
2893,1333,<10000,Male,16-24,Unemployed,University,4,3,1,TRUE,1,2,Home,PersonalActivities,0.38,130,6,22827,30625,2608,34044,2608,34044,5313,34044,58,84,59,92,Bus
2894,1333,<10000,Male,16-24,Unemployed,University,4,3,1,TRUE,2,3,PersonalActivities,Home,0.67,90,6,22737,30628,2572,33668,2572,33668,4931,33668,71,85,64,84,Bus
2895,1334,<10000,Male,55-64,Unemployed_other,University,3,2,1,TRUE,1,2,Home,Work,0.27,35,6,17100,23741,1657,30093,1657,30093,5106,30093,574,829,213,297,Car
2896,1334,<10000,Male,55-64,Unemployed_other,University,3,2,1,TRUE,2,3,Work,Home,0.63,35,6,18611,23740,1766,30438,1766,30438,5608,30438,410,560,560,797,Car
2897,1335,20000-30000,Female,45-54,Retired,University,3,2,1,TRUE,1,2,Home,PickSomebody,0.19,10,6,13979,19089,1094,21457,1094,21457,3803,21457,1361,6179,43,61,Car
2899,1336,<10000,Female,25-34,Unemployed,Lyceum,4,3,1,FALSE,1,2,Home,Leisure,0.58,35,6,5561,7425,1374,8013,1374,8013,2030,8013,1932,7929,98,114,Bus
2900,1336,<10000,Female,25-34,Unemployed,Lyceum,4,3,1,FALSE,2,3,Leisure,Home,0.71,40,6,5561,7425,1176,9127,1176,9127,2083,9127,120,167,229,249,Bus
2906,1339,10000-20000,Female,55-64,Retired,University,2,1,0,FALSE,2,3,PersonalActivities,Home,0.54,10,6,1456,2060,446,2287,446,2287,1167,2287,363,463,402,559,Bus
2907,1340,20000-30000,Male,25-34,Employed,HighSchool,5,5,0,TRUE,1,2,Home,Work,0.27,30,6,12323,16483,1486,19170,1486,19170,5402,19170,161,269,862,1333,Bus
2908,1340,20000-30000,Male,25-34,Employed,HighSchool,5,5,0,TRUE,2,3,Work,Home,0.6,30,6,13068,16483,1352,18744,1352,18744,5017,18744,232,334,181,223,Bus
2909,1341,10000-20000,Female,65+,Retired,University,2,2,1,TRUE,1,2,Home,PersonalActivities,0.4,80,6,2565,3537,705,6602,705,6602,1602,6602,418,550,224,297,Bus
2911,1341,10000-20000,Female,65+,Retired,University,2,2,1,TRUE,3,4,PersonalActivities,Home,0.6,20,6,1277,1574,324,1687,324,1687,844,324,52,63,542,725,Walk
2914,1344,10000-20000,Female,25-34,Unemployed,University,5,2,1,TRUE,1,2,Home,School,0.31,45,6,11855,16338,1166,19316,1166,19316,2958,19316,53,74,1003,131,Bus
2915,1344,10000-20000,Female,25-34,Unemployed,University,5,2,1,TRUE,2,3,School,Home,0.64,75,6,11880,16340,1232,18363,1232,18363,4299,18363,1751,2414,31,42,Bus
2918,1345,10000-20000,Male,55-64,Employed,University,4,3,1,TRUE,1,2,Home,Work,0.46,25,6,8800,11421,1140,17121,1140,17121,3839,17121,1897,5051,702,878,Car
2919,1345,10000-20000,Male,55-64,Employed,University,4,3,1,TRUE,2,3,Work,Home,0.63,30,6,8670,11665,1548,18535,1548,18535,4931,18535,97,154,437,621,Car
2920,1346,10000-20000,Male,55-64,Employed,University,4,3,1,TRUE,1,2,Home,Work,0.46,25,6,8800,11421,1140,17121,1140,17121,3839,17121,1897,5051,702,878,Car
2922,1347,10000-20000,Female,55-64,Houseworks,HighSchool,2,2,1,TRUE,1,2,Home,Shopping,0.33,30,6,5777,7862,822,10383,822,10383,1688,10383,135,183,96,118,Car
2924,1348,10000-20000,Male,45-54,Employed,University,4,4,1,TRUE,1,2,Home,HorkRelatedActivities,0.54,10,6,1729,2636,827,4190,827,4190,1562,4190,75,70,37,39,MrC
2925,1348,10000-20000,Male,45-54,Employed,University,4,4,1,TRUE,2,3,HorkRelatedActivities,Home,0.63,15,6,2545,2636,651,2991,651,2991,1254,2991,293,378,26,46,MrC
2926,1348,10000-20000,Male,45-54,Employed,University,4,4,1,TRUE,3,4,Home,Leisure,0.88,30,6,2106,3022,835,6482,835,6482,1653,6482,75,70,334,487,Car
2927,1349,20000-30000,Female,45-54,Employed,Lyceum,6,4,1,TRUE,1,2,Home,Work,0.33,40,6,13438,18170,1273,20204,1273,20204,3400,20204,49,64,387,462,Car
2928,1349,20000-30000,Female,45-54,Employed,Lyceum,6,4,1,TRUE,2,3,Work,Home,0.79,20,6,13332,18169,1182,19550,1182,19550,3541,19550,288,391,78,100,Car
2929,1350,10000-20000,Female,16-24,Student,University,4,4,1,TRUE,1,2,Home,Work,0.4,60,6,3846,5048,924,5550,924,5550,1523,5550,561,762,74,89,Bus
2930,1350,10000-20000,Female,16-24,Student,University,4,4,1,TRUE,2,3,Work,Home,0.71,105,6,3971,5048,1034,5638,1034,5638,2295,5638,309,408,67,82,Bus
2932,1350,10000-20000,Female,16-24,Student,University,4,4,1,TRUE,4,5,OtherMeetings,Home,0.85,20,6,763,966,383,2119,383,2119,385,2119,318,904,67,82,Bus
2935,1353,<10000,Female,45-54,Unemployed,Lyceum,2,2,1,TRUE,1,2,Home,PersonalActivities,0.4,15,6,1209,1888,250,2495,250,2495,999,250,73,100,773,1202,Walk
2936,1353,<10000,Female,45-54,Unemployed,Lyceum,2,2,1,TRUE,2,3,PersonalActivities,Home,0.46,15,6,1797,1888,293,2485,293,2485,1239,293,834,1074,103,154,Walk
2940,1355,10000-20000,Female,25-34,Employed,Lyceum,7,3,0,TRUE,1,2,Home,Work,0.46,75,6,13507,18280,1410,19683,1410,19683,2876,19683,1909,18069,56,87,Bus
2944,1357,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,1,2,Home,DropSomebody,0.38,30,6,1139,1516,476,2226,476,2226,663,2226,268,328,58,75,Car
2945,1357,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,2,3,DropSomebody,Work,0.4,10,6,1634,2219,350,2614,350,2614,761,2614,163,241,163,226,Car
2946,1357,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,3,4,Work,PickSomebody,0.63,15,6,1698,2257,629,2995,629,2995,797,2995,157,198,58,75,Car
2947,1357,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,4,5,PickSomebody,Home,0.64,10,6,1125,1516,250,1937,250,1937,530,1937,163,241,94,133,Car
2948,1358,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.47,10,6,5366,7962,785,8308,785,8308,1989,8308,1720,7700,269,370,Car
2949,1358,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.65,10,6,6650,7963,894,8746,894,8746,2051,8746,366,403,74,130,Car
2950,1360,40000-50000,Male,45-54,Employed,University,5,3,1,TRUE,1,2,Home,Work,0.33,30,6,7854,11356,1329,16393,1329,16393,2946,16393,162,278,479,608,Car
2951,1360,40000-50000,Male,45-54,Employed,University,5,3,1,TRUE,2,3,Work,HealthActivities,0.56,40,6,3285,4220,702,4448,702,4448,1546,4448,49,63,308,436,Car
2953,1361,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.38,15,6,1407,1724,308,1893,308,1893,903,1893,134,189,38,52,Car
2954,1361,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.58,15,6,1192,1724,399,2342,399,2342,1100,2342,729,1115,178,208,Car
2955,1361,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,3,4,Home,Work,0.71,15,6,1407,1724,308,1893,308,1893,903,1893,134,189,38,52,Car
2956,1361,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,4,5,Work,Home,0.88,15,6,1192,1724,399,2342,399,2342,1100,2342,729,1115,178,208,Car
2958,1362,<10000,Female,35-44,Employed,Lyceum,4,2,1,TRUE,2,3,PersonalActivities,Home,0.79,20,6,570,698,134,800,134,800,438,800,246,313,81,100,Car
2959,1363,<10000,Male,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.34,45,6,12434,16870,1400,19317,1400,19317,4065,19317,761,1047,309,292,Bus
2960,1363,<10000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.58,60,6,12431,16871,1508,20274,1508,20274,3742,20274,187,296,820,1004,Bus
2961,1363,<10000,Male,35-44,Employed,University,4,2,1,TRUE,3,4,Home,Work,0.73,30,6,15357,20768,1719,23883,1719,23883,4871,23883,761,1047,155,191,Car
2962,1363,<10000,Male,35-44,Employed,University,4,2,1,TRUE,4,5,Work,Home,0.9,25,6,15195,20765,1855,24295,1855,24295,4690,24295,149,190,820,1004,Car
2963,1365,10000-20000,Male,35-44,Employed,University,1,1,1,TRUE,1,2,Home,PersonalActivities,0.67,15,6,13393,18583,1719,26906,1719,26906,4566,26906,93,125,148,165,Car
2964,1365,10000-20000,Male,35-44,Employed,University,1,1,1,TRUE,2,3,PersonalActivities,OtherMeetings,0.69,25,6,4525,5788,936,10547,936,10547,3478,10547,332,467,376,492,Car
2965,1365,10000-20000,Male,35-44,Employed,University,1,1,1,TRUE,3,4,OtherMeetings,Home,0.75,30,6,10523,14485,1381,29450,1381,29450,4394,29450,474,698,84,121,Car
2967,1366,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,2,3,Work,DropSomebody,0.46,20,6,2625,3485,749,6537,749,6537,1573,6537,192,263,359,453,Car
2968,1366,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,3,4,DropSomebody,Work,0.47,25,6,2637,3485,527,4811,527,4811,1450,4811,338,466,106,135,Car
2969,1366,10000-20000,Female,45-54,Employed,Lyceum,4,4,1,TRUE,4,5,Work,Home,0.79,30,6,9781,13160,1079,15591,1079,15591,2826,15591,100,135,276,309,Car
2970,1367,20000-30000,Female,35-44,Unemployed,Lyceum,4,3,1,TRUE,1,2,Home,Shopping,0.65,15,6,1875,2476,538,3250,538,3250,989,3250,97,131,94,100,Car
2971,1367,20000-30000,Female,35-44,Unemployed,Lyceum,4,3,1,TRUE,2,3,Shopping,Home,0.7,15,6,1863,2476,447,2681,447,2681,855,2681,122,126,126,150,Car
2972,1368,10000-20000,Female,25-34,Unemployed,Lyceum,3,2,0,TRUE,1,2,Home,Work,0.54,10,7,10775,14765,1255,21311,1255,21311,2331,21311,76,93,411,560,Car
2977,1371,20000-30000,Male,55-64,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.3,55,7,5794,7871,1682,15980,1682,15980,2724,15980,167,222,337,488,Bus
2978,1371,20000-30000,Male,55-64,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.61,75,7,6018,7871,1111,8748,1111,8748,2516,8748,132,146,165,222,Bus
2983,1373,20000-30000,Female,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.29,30,7,8990,13064,1263,15575,1263,15575,5024,15575,407,520,213,297,Car
2984,1373,20000-30000,Female,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.68,45,7,10305,13035,1296,13506,1296,13506,5130,13506,410,560,388,528,Car
2993,1376,10000-20000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.54,10,7,8001,9779,1063,10785,1063,10785,3200,10785,475,587,223,316,Car
2994,1376,10000-20000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.96,10,7,6673,9778,1042,10458,1042,10458,3232,10458,257,316,394,586,Car
2995,1377,30000-40000,Female,65+,Retired,University,2,2,1,TRUE,1,2,Home,OtherMeetings,0.5,40,7,14901,20345,1662,21345,1662,21345,3853,21345,290,385,330,445,Car
2997,1377,30000-40000,Female,65+,Retired,University,2,2,1,TRUE,3,4,HealthActivities,Home,0.6,95,7,15216,20561,1428,21476,1428,21476,3888,21476,270,368,284,385,Bus
3001,1381,<10000,Female,16-24,Student,Lyceum,4,4,1,TRUE,2,3,HorkRelatedActivities,Home,0.6,30,7,3473,4412,730,4427,730,4427,1661,4427,1090,3916,571,727,Car
3004,1384,10000-20000,Female,45-54,Unemployed,University,4,4,1,TRUE,1,2,Home,Shopping,0.42,20,7,2932,4141,662,4252,662,4252,1353,4252,440,572,242,340,Car
3005,1384,10000-20000,Female,45-54,Unemployed,University,4,4,1,TRUE,2,3,Shopping,Home,0.46,30,7,3505,4146,642,4349,642,4349,1263,4349,129,189,470,571,Car
3007,1385,20000-30000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,2,3,HealthActivities,HorkRelatedActivities,0.42,15,7,3158,4127,570,5684,570,5684,764,5684,628,4266,136,183,Car
3009,1385,20000-30000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,4,5,Home,DropSomebody,0.67,20,7,8771,12196,972,12994,972,12994,2857,12994,1903,16684,95,134,Car
3011,1386,10000-20000,Female,55-64,Houseworks,HighSchool,4,4,0,TRUE,1,2,Home,ChangeMode,0.44,25,7,8704,11850,1013,14362,1013,14362,1108,14362,375,510,133,172,Bus
3013,1386,10000-20000,Female,55-64,Houseworks,HighSchool,4,4,0,TRUE,3,4,Shopping,ChangeMode,0.58,15,7,9498,12881,1198,15987,1198,15987,2502,15987,718,1622,86,113,Bus
3016,1389,10000-20000,Female,55-64,Houseworks,University,4,3,0,TRUE,1,2,Home,DropSomebody,0.33,5,7,1894,2336,393,2416,393,2416,1274,2416,521,678,187,231,Car
3017,1389,10000-20000,Female,55-64,Houseworks,University,4,3,0,TRUE,2,3,DropSomebody,Home,0.34,5,7,1721,2336,352,2707,352,2707,1291,2707,160,233,541,642,Car
3018,1389,10000-20000,Female,55-64,Houseworks,University,4,3,0,TRUE,3,4,Home,Shopping,0.38,30,7,3515,4786,833,4978,833,4978,1082,4978,354,544,56,73,Bus
3019,1389,10000-20000,Female,55-64,Houseworks,University,4,3,0,TRUE,4,5,Shopping,Home,0.42,45,7,3801,4786,783,4821,783,4821,1425,4821,161,220,597,687,Bus
3025,1393,10000-20000,Female,45-54,Houseworks,HighSchool,4,4,1,TRUE,1,2,Home,HealthActivities,0.38,60,7,6256,8230,1088,8909,1088,8909,2663,8909,75,110,86,97,Bus
3026,1393,10000-20000,Female,45-54,Houseworks,HighSchool,4,4,1,TRUE,2,3,HealthActivities,Home,0.5,60,7,6157,8229,1296,8727,1296,8727,2532,8727,568,793,350,440,Bus
3032,1396,<10000,Female,65+,Retired,PrimarySchool,1,1,1,TRUE,2,3,OtherMeetings,OtherMeetings,0.52,30,7,4079,5864,793,7673,793,7673,2322,7673,1304,1879,209,269,Bus
3034,1396,<10000,Female,65+,Retired,PrimarySchool,1,1,1,TRUE,4,5,OtherMeetings,Home,0.58,30,7,1938,2469,618,3792,618,3792,1003,3792,466,1795,233,369,Bus
3035,1397,20000-30000,Female,55-64,Retired,Lyceum,3,3,1,TRUE,1,2,Home,Shopping,0.52,15,7,4332,5971,869,8593,869,8593,2075,8593,416,572,251,325,Car
3036,1397,20000-30000,Female,55-64,Retired,Lyceum,3,3,1,TRUE,2,3,Shopping,Home,0.63,30,7,5222,5964,776,8638,776,8638,2011,8638,62,81,474,571,Car
3037,1397,20000-30000,Female,55-64,Retired,Lyceum,3,3,1,TRUE,3,4,Home,Leisure,0.93,25,7,7535,10347,1093,15847,1093,15847,3242,15847,416,572,104,151,Car
3040,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,1,2,Home,Work,0.25,20,7,9216,12669,966,13334,966,13334,1840,13334,90,131,303,418,Car
3041,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,2,3,Work,Home,0.58,30,7,9200,12670,1080,13075,1080,13075,1826,13075,303,410,97,128,Car
3042,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,3,4,Home,Sports,0.63,15,7,2879,3960,389,4596,389,4596,771,4596,90,131,298,391,Car
3043,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,4,5,Sports,Home,0.65,15,7,2857,3961,320,4098,320,4098,816,4098,149,207,97,128,Car
3044,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,5,6,Home,Work,0.71,60,7,20398,27573,1919,27445,1919,27445,5264,27445,90,131,237,304,Car
3045,1399,10000-20000,Female,25-34,Employed,Lyceum,4,2,1,TRUE,6,7,Work,Home,0.83,60,7,20211,27574,1943,43012,1943,43012,4680,43012,521,758,97,128,Car
3050,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,1,2,Home,DropSomebody,0.33,20,7,2158,3004,460,3385,460,3385,1506,3385,745,1057,190,253,Car
3051,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,2,3,DropSomebody,Leisure,0.35,35,7,2107,2664,451,3299,451,3299,1187,3299,192,250,81,117,Car
3053,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,4,5,Home,OtherMeetings,0.58,15,7,2391,3271,513,3339,513,3339,1418,3339,400,572,121,197,Car
3054,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,5,6,OtherMeetings,PickSomebody,0.61,15,7,2361,3235,429,3236,429,3236,794,3236,0,0,235,298,Car
3055,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,6,7,PickSomebody,Home,0.63,25,7,3110,4013,585,4091,585,4091,1424,4091,205,298,114,151,Car
3056,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,7,8,Home,OtherMeetings,0.81,40,7,2751,3823,714,4216,714,4216,1465,4216,400,572,143,181,Car
3057,1401,10000-20000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,8,9,OtherMeetings,Home,0.9,30,7,3023,3823,637,4110,637,4110,1481,4110,150,181,457,549,Car
3061,1403,10000-20000,Male,65+,Retired,University,4,4,1,TRUE,2,3,ChangeMode,Leisure,0.79,20,7,3769,5113,781,5279,781,5279,1335,5279,1239,5085,96,154,Bus
3062,1403,10000-20000,Male,65+,Retired,University,4,4,1,TRUE,3,4,Leisure,Home,0.96,30,7,3967,5184,1204,6411,1204,6411,2285,6411,391,484,790,936,Car
3063,1404,30000-40000,Male,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.29,15,7,6906,9028,820,10522,820,10522,2850,10522,365,478,60,65,Car
3064,1404,30000-40000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.73,15,7,6603,9027,852,10752,852,10752,2832,10752,37,62,530,727,Car
3067,1406,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,1,2,Home,Work,0.25,60,7,13612,18398,1432,20210,1432,20210,3905,20210,426,589,298,370,Bus
3068,1406,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,2,3,Work,Home,0.63,60,7,13532,18399,1338,19601,1338,19601,3800,19601,2219,8508,293,409,Bus
3072,1408,<10000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,2,3,Leisure,Home,0.57,20,7,15227,17945,1527,19351,1527,19351,5204,19351,1921,7889,147,217,Car
3076,1410,10000-20000,Male,25-34,Employed,Lyceum,1,1,1,TRUE,1,2,Home,HorkRelatedActivities,0.79,60,7,3319,4672,409,4651,409,4651,1023,4651,234,369,118,176,Car
3077,1410,10000-20000,Male,25-34,Employed,Lyceum,1,1,1,TRUE,2,3,HorkRelatedActivities,Home,0.88,60,7,3535,4651,410,4651,410,4651,1038,4651,143,164,236,213,Car
3079,1411,10000-20000,Male,35-44,Employed,MSc,1,1,1,TRUE,2,3,Work,Work,0.79,15,7,2451,3137,442,3503,442,3503,1331,3503,297,440,116,154,Car
3080,1411,10000-20000,Male,35-44,Employed,MSc,1,1,1,TRUE,3,4,Work,Work,0.83,20,7,2226,3137,455,3497,455,3497,1889,3497,743,1054,317,476,Car
3087,1413,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,1,2,Home,School,0.5,40,7,4199,5464,863,5471,863,5471,1813,5471,396,508,286,315,Bus
3088,1413,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,2,3,School,Home,0.67,30,7,4120,5464,723,5979,723,5979,1748,5979,230,343,217,272,Bus
3090,1414,30000-40000,Female,45-54,Employed,MSc,4,3,0,TRUE,2,3,ChangeMode,Work,0.29,25,7,11940,15952,1265,16766,1265,16766,1666,16766,1549,15836,117,166,Bus
3092,1414,30000-40000,Female,45-54,Employed,MSc,4,3,0,TRUE,4,5,ChangeMode,Home,0.68,15,7,5619,7317,804,9069,804,9069,2869,9069,1921,7889,258,417,Car
3093,1415,<10000,Male,25-34,Employed,University,4,4,1,TRUE,1,2,Home,Work,0.37,10,7,1451,2148,390,2334,390,2334,1139,2334,128,167,89,122,Car
3094,1415,<10000,Male,25-34,Employed,University,4,4,1,TRUE,2,3,Work,Home,0.6,10,7,1725,2148,384,2334,384,2334,965,2334,92,128,100,146,Car
3095,1415,<10000,Male,25-34,Employed,University,4,4,1,TRUE,3,4,Home,Work,0.72,10,7,1451,2148,390,2334,390,2334,1139,2334,128,167,89,122,Car
3096,1415,<10000,Male,25-34,Employed,University,4,4,1,TRUE,4,5,Work,Home,0.88,10,7,1725,2148,384,2334,384,2334,965,2334,92,128,100,146,Car
3099,1417,<10000,Female,65+,Retired,HighSchool,1,1,0,FALSE,1,2,Home,OtherMeetings,0.44,60,7,3271,3658,674,5693,674,5693,1718,5693,727,1058,81,113,Bus
3100,1417,<10000,Female,65+,Retired,HighSchool,1,1,0,FALSE,2,3,OtherMeetings,Home,0.92,90,7,2516,3657,784,6887,784,6887,2357,6887,926,1349,79,120,Bus
3101,1419,10000-20000,Male,25-34,Employed,Lyceum,3,3,1,TRUE,1,2,Home,Work,0.33,10,7,2933,3956,684,4284,684,4284,1673,4284,390,572,40,63,MrC
3102,1419,10000-20000,Male,25-34,Employed,Lyceum,3,3,1,TRUE,2,3,Work,Home,0.84,10,7,2989,3920,722,4207,722,4207,1674,4207,91,109,449,538,MrC
3103,1419,10000-20000,Male,25-34,Employed,Lyceum,3,3,1,TRUE,3,4,Home,Leisure,0.92,5,7,930,1356,522,2170,522,2170,806,2170,369,570,287,381,MrC
3109,1422,<10000,Female,55-64,Unemployed,PrimarySchool,1,1,0,FALSE,1,2,Home,Shopping,0.63,30,7,4962,6737,1186,12934,1186,12934,2017,12934,158,238,314,432,Bus
3110,1422,<10000,Female,55-64,Unemployed,PrimarySchool,1,1,0,FALSE,2,3,Shopping,Home,0.76,40,7,5171,6737,986,6950,986,6950,1909,6950,381,504,52,67,Bus
3113,1424,<10000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,1,2,Home,Work,0.42,60,7,4610,6046,713,6046,713,6046,2599,6046,819,1173,1023,1272,Bus
3114,1424,<10000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,2,3,Work,Home,0.71,60,7,4551,6045,739,10424,739,10424,3133,10424,886,1272,1108,1168,Bus
3123,1427,10000-20000,Male,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.31,20,7,2266,3129,760,3869,760,3869,1360,3869,63,90,125,162,Car
3124,1427,10000-20000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.79,20,7,2544,3128,572,3571,572,3571,1110,3571,240,298,122,152,Car
3125,1428,<10000,Female,45-54,Employed,HighSchool,3,3,0,FALSE,1,2,Home,Work,0.58,90,7,5939,8146,643,9067,643,9067,2533,9067,132,150,412,536,Bus
3126,1428,<10000,Female,45-54,Employed,HighSchool,3,3,0,FALSE,2,3,Work,Home,0.74,75,7,6071,8141,665,9096,665,9096,2318,9096,1323,5351,185,271,Bus
3127,1429,10000-20000,Male,25-34,Unemployed,Lyceum,3,3,1,TRUE,1,2,Home,HorkRelatedActivities,0.67,30,7,1361,1827,681,3708,681,3708,901,3708,115,138,243,336,Bus
3128,1429,10000-20000,Male,25-34,Unemployed,Lyceum,3,3,1,TRUE,2,3,HorkRelatedActivities,Home,0.9,30,7,1351,1830,273,1832,273,1832,528,1832,42,58,169,202,Bus
3131,1431,10000-20000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,1,2,Home,DropSomebody,0.81,15,7,2170,3076,526,3686,526,3686,1448,3686,1170,1710,56,74,Car
3132,1431,10000-20000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,2,3,DropSomebody,Home,0.83,15,7,2445,3081,489,3222,489,3222,1355,3222,390,475,478,600,Car
3137,1433,<10000,Female,55-64,Employed,University,2,2,1,TRUE,1,2,Home,Work,0.27,25,7,5439,7288,863,8589,863,8589,3124,8589,149,204,443,546,Bus
3138,1433,<10000,Female,55-64,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.67,90,7,5280,7288,835,7790,835,7790,2653,7790,446,567,279,358,Bus
3140,1434,10000-20000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.69,30,7,1549,2048,426,2248,426,2248,854,2248,89,116,220,293,Bus
3141,1435,<10000,Male,25-34,Employed,University,2,2,0,FALSE,1,2,Home,Work,0.24,50,7,11204,15274,1529,26062,1529,26062,3066,26062,67,91,213,297,Bus
